-0.79464,-1.5056,3
-1.0233,-0.08974,3
0.47874,-1.3613,2
1.2231,-2.1429,2
-0.75052,0.82482,4
0.57814,1.1336,1
-1.7423,-1.7827,3
0.53138,1.9892,1
1.2869,-0.24638,2
-0.78997,2.3242,4
-0.88193,-0.0096319,3
1.3692,1.3683,1
0.8938,-0.74403,2
-0.88205,1.4278,4
-2.4032,0.72499,4
-1.2547,2.1766,4
-1.5176,0.83427,4
-1.4542,0.92869,4
1.1551,1.0505,1
1.0367,-1.3046,2
-0.71429,1.8967,4
-0.46911,2.131,4
-0.015311,1.5074,1
0.65699,0.40725,1
1.1277,-0.47437,2
0.65183,-2.0977,2
-1.0465,0.9683,4
-1.1275,1.2519,4
-1.7639,-1.4613,3
0.010094,-0.88673,3
1.4131,1.159,1
-0.48771,1.4661,4
2.1829,-0.8232,2
1.2317,1.195,1
-1.4066,-1.4562,3
-0.6584,1.0291,4
-1.2176,-2.0464,3
-1.3662,-1.0492,3
0.98234,-1.6292,2
-0.92549,-1.3135,3
-1.6602,-1.1979,3
-1.3253,-1.3948,3
0.29946,-1.0335,2
-1.246,-1.2852,3
1.4805,-0.25848,2
0.16586,-0.42449,2
0.8088,-0.20357,2
2.0618,1.301,1
0.43726,-1.4523,2
-1.1436,-1.3737,3
-1.9772,1.0024,4
-0.58081,0.75733,4
2.9441,-0.22705,2
1.4111,1.3989,1
1.3158,-1.5965,2
0.47181,-1.6318,2
-1.679,-1.5041,3
-0.5372,-0.71556,3
-1.0639,1.1107,4
-0.010831,-0.92692,2
-0.4224,-0.35821,3
-0.21568,-1.2407,3
-1.4903,-1.0271,3
-0.59205,0.30989,4
0.95901,0.19755,1
0.75172,1.2567,1
0.80384,0.86721,1
-1.2377,2.6708,4
-0.97175,1.4275,4
1.5682,-0.65352,2
-1.0274,0.94534,4
-0.78499,1.3031,4
-1.1733,0.66746,4
-0.99467,1.8754,4
1.2943,-1.0169,2
-1.6384,-0.59964,3
-0.095709,-0.66726,3
1.8741,0.38541,2
0.55294,-1.6559,2
-0.87936,-1.0143,3
-1.9473,1.7219,4
0.60436,1.1687,1
-2.1508,-0.36915,3
1.6215,0.87859,1
-1.0761,-1.2763,3
-1.0032,1.0957,4
-1.2417,-1.1983,3
1.5996,1.9289,1
1.9375,-1.5056,2
0.20935,-1.0694,2
-1.1519,0.77274,4
-1.8891,-0.87659,3
-1.5807,-1.6769,3
-1.2295,-0.90983,3
-1.2441,-0.89441,3
1.6618,-0.72261,2
1.1568,-1.2423,2
-1.7341,-0.24102,3
-0.77953,0.34938,4
-0.043151,1.0946,1
-0.95812,-0.68275,3
1.489,1.5185,1
