0.76401,0.64521,1
0.65925,0.75193,1
0.013076,-0.99991,2
0.46867,0.88337,1
0.81905,0.57372,1
-0.99801,-0.063044,2
-0.73397,-0.67918,2
0.63687,0.77097,1
-0.93341,-0.35881,2
0.97054,0.24093,1
-0.52905,-0.84859,2
0.99874,-0.050244,1
0.51986,0.85425,1
-0.68755,-0.72614,2
0.029923,0.99955,1
0.78619,0.61798,1
-0.94114,-0.33802,2
0.34279,0.93941,1
-0.39139,-0.92022,2
0.29614,0.95514,1
-0.82767,-0.56122,2
-0.46681,-0.88436,2
-0.71443,-0.69971,2
-0.85318,-0.52161,2
-0.26654,0.96383,1
-0.38407,-0.9233,2
-0.39282,-0.91962,2
0.45946,0.8882,1
-0.66165,-0.74981,2
-0.91907,-0.3941,2
0.73884,0.67388,1
-0.85273,-0.52236,2
0.055808,0.99844,1
-0.6794,-0.73376,2
0.93378,0.35786,1
-0.78974,-0.61345,2
0.74248,0.66986,1
-0.2997,-0.95403,2
-0.26554,-0.9641,2
0.041176,0.99915,1
-0.73185,-0.68147,2
0.7036,0.7106,1
0.32846,0.94452,1
-0.32862,-0.94446,2
0.2813,0.95962,1
-0.94846,-0.31689,2
0.42246,0.90638,1
0.53666,0.8438,1
0.39994,0.91654,1
-0.81647,-0.57739,2
0.50999,0.86018,1
-0.64934,-0.7605,2
0.94334,0.33182,1
0.55997,0.82851,1
0.41576,0.90947,1
-0.58454,-0.81137,2
0.76829,0.64011,1
0.80663,0.59105,1
0.8547,0.51912,1
-0.89799,-0.44001,2
0.80785,0.58939,1
-0.85224,-0.52316,2
-0.025067,0.99969,1
0.71074,0.70346,1
-0.37585,-0.92668,2
0.78646,0.61764,1
-0.46687,-0.88433,2
-0.86261,-0.50586,2
-0.85121,-0.52482,2
-0.80486,-0.59347,2
-0.72943,-0.68406,2
-0.57979,-0.81477,2
0.83032,0.55729,1
0.5387,0.8425,1
0.55102,0.8345,1
0.90815,0.41864,1
0.79181,0.61076,1
0.82554,0.56434,1
-0.65806,-0.75297,2
-0.66154,-0.74991,2
0.42641,0.90453,1
-0.80342,-0.59541,2
-0.66083,-0.75054,2
-0.57432,-0.81863,2
0.9402,0.34064,1
-0.78276,-0.62232,2
0.41721,0.90881,1
0.51774,0.85554,1
0.4898,0.87184,1
-0.78586,-0.61841,2
-0.89972,-0.43646,2
0.99812,0.061301,1
0.87271,0.48824,1
-0.46465,-0.88549,2
0.5441,0.83902,1
0.53441,0.84522,1
0.99997,0.0080385,1
-0.33925,-0.9407,2
-0.58814,-0.80876,2
0.53418,0.84537,1
0.62624,0.77963,1
-0.32411,-0.94602,2
-0.85502,-0.51859,2
0.70161,0.71256,1
0.86505,0.50169,1
-0.66863,-0.74359,2
-0.90594,-0.4234,2
-0.59276,-0.80538,2
-0.68875,-0.725,2
-0.64651,-0.7629,2
-0.80214,-0.59713,2
0.66113,0.75027,1
-0.60508,-0.79617,2
-0.98416,0.17727,2
-0.77408,-0.63309,2
0.88912,0.45767,1
-0.84809,-0.52985,2
-0.71135,-0.70284,2
-0.48172,-0.87632,2
0.88137,0.47243,1
-0.51607,-0.85655,2
-0.82972,-0.55818,2
-0.97042,-0.24141,2
0.44092,0.89755,1
-0.97583,-0.21854,2
-0.42944,-0.9031,2
9.1836e-05,-1,2
0.60414,0.79688,1
0.84675,0.53199,1
0.71245,0.70173,1
-0.78463,-0.61996,2
-0.91183,-0.41057,2
0.72178,0.69212,1
-0.58544,-0.81071,2
0.92269,0.38554,1
0.47882,0.87791,1
0.73649,0.67645,1
0.29198,0.95643,1
0.66713,0.74494,1
-0.17502,0.98457,1
0.71819,0.69585,1
-0.95698,-0.29014,2
0.36706,0.9302,1
0.82689,0.56236,1
-0.58355,-0.81208,2
0.47038,0.88246,1
-0.71787,-0.69618,2
-0.47061,-0.88234,2
-0.6342,-0.77317,2
0.58511,0.81095,1
-0.77448,-0.6326,2
-0.24319,-0.96998,1
-0.43677,-0.89957,2
-0.55648,-0.83086,2
0.41679,0.909,1
-0.90276,-0.43014,2
0.84203,0.53944,1
-0.15669,-0.98765,2
-0.76659,-0.64214,2
0.55241,0.83357,1
0.81457,0.58007,1
0.9902,-0.13967,1
-0.32839,-0.94454,2
0.7601,0.64981,1
0.89955,0.43683,1
0.27791,0.96061,1
-0.40872,-0.91266,2
0.23394,0.97225,1
0.39514,0.91862,1
0.30603,0.95202,1
0.79157,0.61108,1
0.84427,0.53591,1
-0.77318,-0.63418,2
0.19401,0.981,1
-0.8333,-0.55282,2
-0.78959,-0.61363,2
-0.99483,-0.10152,2
0.26376,0.96459,1
-0.74725,-0.66454,2
0.88406,0.46737,1
0.56076,0.82798,1
-0.72132,-0.6926,2
0.078758,0.99689,1
-0.48812,-0.87278,2
-0.84127,-0.54061,2
-0.71131,-0.70288,2
0.63291,0.77423,1
0.64654,0.76288,1
-0.68319,-0.73024,2
-0.71153,-0.70265,2
-0.85473,-0.51907,2
0.56933,0.82211,1
0.91233,0.40945,1
0.56239,0.82687,1
-0.83329,-0.55284,2
-0.55215,-0.83375,2
